,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
11,Val Hard,0.785,0.981,0.703,0.035,0.968,0.905,0.995,0.574,2,0.3,3,True,False,4.3,1:1,1600
0,Tr-RandomForestClassifier,0.727,0.979,0.6,0.04,0.963,0.865,0.995,0.459,5,0.3,3,True,False,9.0,1:1,1600
1,Val-RandomForestClassifier,0.741,0.978,0.631,0.041,0.961,0.897,0.996,0.486,5,0.3,3,True,False,9.0,1:1,1600
2,Tr-DecisionTreeClassifier,0.812,0.981,0.701,0.036000000000000004,0.975,0.78,0.987,0.636,5,0.3,3,True,False,14.0,1:1,1600
3,Val-DecisionTreeClassifier,0.8,0.978,0.679,0.042,0.971,0.7559999999999999,0.985,0.616,5,0.3,3,True,False,14.0,1:1,1600
4,Tr-SGDClassifier,0.5760000000000001,0.97,0.262,0.057,0.944,0.899,0.999,0.154,5,0.3,3,True,False,1.6,1:1,1600
5,Val-SGDClassifier,0.682,0.975,0.525,0.048,0.953,0.929,0.998,0.366,5,0.3,3,True,False,1.6,1:1,1600
6,Tr-GaussianNB,0.835,0.983,0.742,0.031,0.978,0.8140000000000001,0.989,0.682,5,0.3,3,True,False,2.0,1:1,1600
7,Val-GaussianNB,0.83,0.979,0.7170000000000001,0.038,0.975,0.764,0.984,0.6759999999999999,5,0.3,3,True,False,2.0,1:1,1600
8,Tr-AdaBoostClassifier,0.778,0.98,0.669,0.037000000000000005,0.97,0.821,0.991,0.565,5,0.3,3,True,False,40.2,1:1,1600
9,Val-AdaBoostClassifier,0.79,0.98,0.696,0.037000000000000005,0.969,0.852,0.992,0.588,5,0.3,3,True,False,40.2,1:1,1600
10,Val Soft,0.794,0.982,0.713,0.034,0.969,0.895,0.995,0.593,5,0.3,3,True,False,5.3,1:1,1600
11,Val Hard,0.782,0.981,0.695,0.036000000000000004,0.968,0.8909999999999999,0.995,0.569,5,0.3,3,True,False,5.3,1:1,1600
0,Tr-RandomForestClassifier,0.775,0.981,0.6679999999999999,0.037000000000000005,0.97,0.83,0.992,0.5579999999999999,0,0.3,1,True,False,11.6,1:1,1750
1,Val-RandomForestClassifier,0.8059999999999999,0.982,0.722,0.034,0.971,0.865,0.992,0.62,0,0.3,1,True,False,11.6,1:1,1750
2,Tr-DecisionTreeClassifier,0.847,0.981,0.7240000000000001,0.036000000000000004,0.98,0.736,0.982,0.7120000000000001,0,0.3,1,True,False,55.5,1:1,1750
3,Val-DecisionTreeClassifier,0.856,0.982,0.755,0.034,0.979,0.785,0.985,0.727,0,0.3,1,True,False,55.5,1:1,1750
4,Tr-SGDClassifier,0.711,0.978,0.569,0.043,0.961,0.857,0.995,0.426,0,0.3,1,True,False,2.4,1:1,1750
5,Val-SGDClassifier,0.7440000000000001,0.979,0.639,0.04,0.962,0.914,0.996,0.491,0,0.3,1,True,False,2.4,1:1,1750
6,Tr-GaussianNB,0.8059999999999999,0.923,0.417,0.13699999999999998,0.979,0.29,0.872,0.74,0,0.3,1,True,False,2.6,1:1,1750
7,Val-GaussianNB,0.8240000000000001,0.899,0.406,0.173,0.983,0.27,0.828,0.8190000000000001,0,0.3,1,True,False,2.6,1:1,1750
8,Tr-AdaBoostClassifier,0.768,0.98,0.65,0.039,0.969,0.805,0.991,0.545,0,0.3,1,True,False,45.7,1:1,1750
9,Val-AdaBoostClassifier,0.768,0.979,0.669,0.039,0.965,0.873,0.994,0.542,0,0.3,1,True,False,45.7,1:1,1750
10,Val Soft,0.856,0.985,0.784,0.029,0.979,0.857,0.991,0.722,0,0.3,1,True,False,7.9,1:1,1750
11,Val Hard,0.825,0.984,0.755,0.031,0.974,0.888,0.994,0.657,0,0.3,1,True,False,7.6,1:1,1750
0,Tr-RandomForestClassifier,0.778,0.981,0.68,0.035,0.97,0.858,0.993,0.563,1,0.3,1,True,False,11.4,1:1,1750
1,Val-RandomForestClassifier,0.821,0.981,0.7290000000000001,0.035,0.973,0.825,0.989,0.653,1,0.3,1,True,False,11.4,1:1,1750
2,Tr-DecisionTreeClassifier,0.8540000000000001,0.982,0.735,0.035,0.981,0.7440000000000001,0.982,0.725,1,0.3,1,True,False,49.7,1:1,1750
3,Val-DecisionTreeClassifier,0.861,0.981,0.7509999999999999,0.035,0.98,0.762,0.982,0.741,1,0.3,1,True,False,49.7,1:1,1750
4,Tr-SGDClassifier,0.715,0.978,0.575,0.042,0.961,0.848,0.994,0.435,1,0.3,1,True,False,2.0,1:1,1750
5,Val-SGDClassifier,0.753,0.98,0.655,0.039,0.963,0.917,0.996,0.509,1,0.3,1,True,False,2.0,1:1,1750
6,Tr-GaussianNB,0.812,0.914,0.403,0.15,0.981,0.273,0.856,0.768,1,0.3,1,True,False,2.8,1:1,1750
7,Val-GaussianNB,0.809,0.8859999999999999,0.378,0.192,0.982,0.246,0.807,0.81,1,0.3,1,True,False,2.8,1:1,1750
8,Tr-AdaBoostClassifier,0.7759999999999999,0.981,0.6679999999999999,0.037000000000000005,0.97,0.8270000000000001,0.992,0.561,1,0.3,1,True,False,44.9,1:1,1750
9,Val-AdaBoostClassifier,0.792,0.98,0.698,0.037000000000000005,0.969,0.848,0.992,0.593,1,0.3,1,True,False,44.9,1:1,1750
10,Val Soft,0.861,0.985,0.7879999999999999,0.028,0.979,0.8540000000000001,0.99,0.731,1,0.3,1,True,False,7.7,1:1,1750
11,Val Hard,0.833,0.983,0.755,0.032,0.975,0.8540000000000001,0.991,0.6759999999999999,1,0.3,1,True,False,7.5,1:1,1750
0,Tr-RandomForestClassifier,0.79,0.982,0.69,0.035,0.972,0.8340000000000001,0.992,0.589,2,0.3,1,True,False,12.0,1:1,1750
1,Val-RandomForestClassifier,0.82,0.982,0.735,0.034,0.973,0.848,0.991,0.648,2,0.3,1,True,False,12.0,1:1,1750
2,Tr-DecisionTreeClassifier,0.852,0.982,0.735,0.034,0.98,0.75,0.983,0.721,2,0.3,1,True,False,53.9,1:1,1750
3,Val-DecisionTreeClassifier,0.863,0.98,0.7440000000000001,0.037000000000000005,0.98,0.742,0.98,0.745,2,0.3,1,True,False,53.9,1:1,1750
4,Tr-SGDClassifier,0.715,0.978,0.575,0.042,0.961,0.848,0.994,0.435,2,0.3,1,True,False,2.0,1:1,1750
5,Val-SGDClassifier,0.753,0.98,0.655,0.039,0.963,0.917,0.996,0.509,2,0.3,1,True,False,2.0,1:1,1750
6,Tr-GaussianNB,0.812,0.914,0.403,0.15,0.981,0.273,0.856,0.768,2,0.3,1,True,False,3.4,1:1,1750
7,Val-GaussianNB,0.8079999999999999,0.8859999999999999,0.377,0.193,0.982,0.245,0.807,0.81,2,0.3,1,True,False,3.4,1:1,1750
8,Tr-AdaBoostClassifier,0.778,0.981,0.6729999999999999,0.036000000000000004,0.97,0.831,0.992,0.565,2,0.3,1,True,False,46.6,1:1,1750
9,Val-AdaBoostClassifier,0.792,0.98,0.696,0.037000000000000005,0.969,0.8420000000000001,0.991,0.593,2,0.3,1,True,False,46.6,1:1,1750
10,Val Soft,0.867,0.985,0.789,0.029,0.98,0.8390000000000001,0.989,0.745,2,0.3,1,True,False,7.8,1:1,1750
11,Val Hard,0.836,0.983,0.76,0.031,0.976,0.86,0.991,0.6809999999999999,2,0.3,1,True,False,7.7,1:1,1750
0,Tr-RandomForestClassifier,0.7879999999999999,0.982,0.691,0.035,0.971,0.8440000000000001,0.992,0.584,5,0.3,1,True,False,11.6,1:1,1750
1,Val-RandomForestClassifier,0.836,0.984,0.762,0.031,0.976,0.865,0.992,0.6809999999999999,5,0.3,1,True,False,11.6,1:1,1750
2,Tr-DecisionTreeClassifier,0.838,0.98,0.7090000000000001,0.038,0.978,0.725,0.981,0.695,5,0.3,1,True,False,60.5,1:1,1750
3,Val-DecisionTreeClassifier,0.85,0.98,0.74,0.036000000000000004,0.978,0.764,0.983,0.718,5,0.3,1,True,False,60.5,1:1,1750
4,Tr-SGDClassifier,0.7,0.977,0.5489999999999999,0.044,0.959,0.8540000000000001,0.995,0.405,5,0.3,1,True,False,2.3,1:1,1750
5,Val-SGDClassifier,0.737,0.978,0.628,0.041,0.961,0.92,0.997,0.477,5,0.3,1,True,False,2.3,1:1,1750
6,Tr-GaussianNB,0.813,0.926,0.431,0.131,0.98,0.302,0.878,0.7490000000000001,5,0.3,1,True,False,2.9,1:1,1750
7,Val-GaussianNB,0.821,0.903,0.41,0.16699999999999998,0.982,0.275,0.835,0.8059999999999999,5,0.3,1,True,False,2.9,1:1,1750
8,Tr-AdaBoostClassifier,0.772,0.981,0.6679999999999999,0.036000000000000004,0.969,0.8440000000000001,0.993,0.552,5,0.3,1,True,False,45.4,1:1,1750
9,Val-AdaBoostClassifier,0.7909999999999999,0.981,0.7020000000000001,0.036000000000000004,0.969,0.87,0.993,0.588,5,0.3,1,True,False,45.4,1:1,1750
10,Val Soft,0.851,0.983,0.7659999999999999,0.031,0.978,0.828,0.989,0.713,5,0.3,1,True,False,7.9,1:1,1750
11,Val Hard,0.835,0.984,0.768,0.029,0.975,0.89,0.994,0.6759999999999999,5,0.3,1,True,False,7.6,1:1,1750
0,Tr-RandomForestClassifier,0.726,0.979,0.598,0.041,0.963,0.865,0.995,0.457,0,0.3,2,True,False,9.5,1:1,1750
1,Val-RandomForestClassifier,0.762,0.98,0.665,0.038,0.964,0.898,0.995,0.528,0,0.3,2,True,False,9.5,1:1,1750
2,Tr-DecisionTreeClassifier,0.821,0.98,0.7,0.037000000000000005,0.976,0.7490000000000001,0.984,0.6579999999999999,0,0.3,2,True,False,23.8,1:1,1750
3,Val-DecisionTreeClassifier,0.841,0.982,0.748,0.034,0.977,0.8109999999999999,0.987,0.6940000000000001,0,0.3,2,True,False,23.8,1:1,1750
4,Tr-SGDClassifier,0.62,0.973,0.381,0.052000000000000005,0.949,0.889,0.998,0.242,0,0.3,2,True,False,1.9,1:1,1750
5,Val-SGDClassifier,0.7190000000000001,0.977,0.597,0.043,0.958,0.931,0.997,0.44,0,0.3,2,True,False,1.9,1:1,1750
6,Tr-GaussianNB,0.789,0.974,0.617,0.049,0.972,0.633,0.975,0.602,0,0.3,2,True,False,2.3,1:1,1750
7,Val-GaussianNB,0.865,0.979,0.733,0.04,0.981,0.7120000000000001,0.976,0.755,0,0.3,2,True,False,2.3,1:1,1750
8,Tr-AdaBoostClassifier,0.7759999999999999,0.98,0.662,0.038,0.97,0.802,0.99,0.563,0,0.3,2,True,False,42.4,1:1,1750
9,Val-AdaBoostClassifier,0.777,0.98,0.6859999999999999,0.037000000000000005,0.967,0.883,0.994,0.56,0,0.3,2,True,False,42.4,1:1,1750
10,Val Soft,0.847,0.986,0.789,0.027000000000000003,0.977,0.904,0.994,0.6990000000000001,0,0.3,2,True,False,5.5,1:1,1750
11,Val Hard,0.8029999999999999,0.983,0.733,0.032,0.971,0.917,0.996,0.611,0,0.3,2,True,False,5.3,1:1,1750
0,Tr-RandomForestClassifier,0.725,0.978,0.588,0.042,0.963,0.8240000000000001,0.993,0.457,1,0.3,2,True,False,9.2,1:1,1750
1,Val-RandomForestClassifier,0.755,0.979,0.653,0.039,0.963,0.895,0.995,0.514,1,0.3,2,True,False,9.2,1:1,1750
2,Tr-DecisionTreeClassifier,0.8440000000000001,0.981,0.727,0.035,0.979,0.752,0.984,0.703,1,0.3,2,True,False,25.4,1:1,1750
3,Val-DecisionTreeClassifier,0.84,0.981,0.743,0.035,0.977,0.7979999999999999,0.986,0.6940000000000001,1,0.3,2,True,False,25.4,1:1,1750
4,Tr-SGDClassifier,0.634,0.974,0.415,0.05,0.951,0.893,0.998,0.271,1,0.3,2,True,False,1.8,1:1,1750
5,Val-SGDClassifier,0.735,0.979,0.628,0.04,0.961,0.936,0.997,0.472,1,0.3,2,True,False,1.8,1:1,1750
6,Tr-GaussianNB,0.784,0.974,0.612,0.05,0.971,0.633,0.976,0.593,1,0.3,2,True,False,2.2,1:1,1750
7,Val-GaussianNB,0.856,0.977,0.716,0.042,0.979,0.6970000000000001,0.975,0.736,1,0.3,2,True,False,2.2,1:1,1750
8,Tr-AdaBoostClassifier,0.7759999999999999,0.981,0.669,0.037000000000000005,0.97,0.83,0.992,0.561,1,0.3,2,True,False,42.8,1:1,1750
9,Val-AdaBoostClassifier,0.799,0.981,0.708,0.036000000000000004,0.97,0.851,0.992,0.606,1,0.3,2,True,False,42.8,1:1,1750
10,Val Soft,0.823,0.983,0.75,0.031,0.974,0.8809999999999999,0.993,0.653,1,0.3,2,True,False,5.7,1:1,1750
11,Val Hard,0.8009999999999999,0.983,0.732,0.032,0.97,0.923,0.996,0.606,1,0.3,2,True,False,5.5,1:1,1750
0,Tr-RandomForestClassifier,0.735,0.979,0.615,0.039,0.964,0.8759999999999999,0.995,0.474,2,0.3,2,True,False,8.7,1:1,1750
1,Val-RandomForestClassifier,0.752,0.978,0.643,0.041,0.963,0.873,0.994,0.509,2,0.3,2,True,False,8.7,1:1,1750
2,Tr-DecisionTreeClassifier,0.8390000000000001,0.981,0.722,0.035,0.979,0.752,0.984,0.695,2,0.3,2,True,False,25.8,1:1,1750
3,Val-DecisionTreeClassifier,0.863,0.982,0.7659999999999999,0.033,0.98,0.792,0.985,0.741,2,0.3,2,True,False,25.8,1:1,1750
4,Tr-SGDClassifier,0.634,0.974,0.415,0.05,0.951,0.893,0.998,0.271,2,0.3,2,True,False,2.1,1:1,1750
5,Val-SGDClassifier,0.735,0.979,0.628,0.04,0.961,0.936,0.997,0.472,2,0.3,2,True,False,2.1,1:1,1750
6,Tr-GaussianNB,0.784,0.974,0.612,0.05,0.971,0.633,0.976,0.593,2,0.3,2,True,False,2.9,1:1,1750
7,Val-GaussianNB,0.856,0.977,0.716,0.042,0.979,0.6970000000000001,0.975,0.736,2,0.3,2,True,False,2.9,1:1,1750
8,Tr-AdaBoostClassifier,0.7759999999999999,0.981,0.67,0.036000000000000004,0.97,0.833,0.992,0.561,2,0.3,2,True,False,47.6,1:1,1750
9,Val-AdaBoostClassifier,0.799,0.981,0.708,0.036000000000000004,0.97,0.851,0.992,0.606,2,0.3,2,True,False,47.6,1:1,1750
10,Val Soft,0.848,0.985,0.784,0.028,0.977,0.884,0.993,0.7040000000000001,2,0.3,2,True,False,7.4,1:1,1750
11,Val Hard,0.81,0.983,0.736,0.032,0.972,0.894,0.994,0.625,2,0.3,2,True,False,6.9,1:1,1750
0,Tr-RandomForestClassifier,0.726,0.979,0.599,0.04,0.963,0.868,0.995,0.457,5,0.3,2,True,False,10.4,1:1,1750
1,Val-RandomForestClassifier,0.747,0.978,0.635,0.041,0.962,0.871,0.994,0.5,5,0.3,2,True,False,10.4,1:1,1750
2,Tr-DecisionTreeClassifier,0.8220000000000001,0.981,0.7090000000000001,0.036000000000000004,0.976,0.77,0.986,0.6579999999999999,5,0.3,2,True,False,31.1,1:1,1750
3,Val-DecisionTreeClassifier,0.835,0.981,0.733,0.036000000000000004,0.976,0.787,0.986,0.685,5,0.3,2,True,False,31.1,1:1,1750
4,Tr-SGDClassifier,0.613,0.973,0.363,0.053,0.948,0.897,0.998,0.227,5,0.3,2,True,False,3.2,1:1,1750
5,Val-SGDClassifier,0.7090000000000001,0.977,0.58,0.044,0.957,0.929,0.997,0.421,5,0.3,2,True,False,3.2,1:1,1750
6,Tr-GaussianNB,0.7879999999999999,0.974,0.616,0.05,0.972,0.63,0.975,0.602,5,0.3,2,True,False,3.9,1:1,1750
7,Val-GaussianNB,0.867,0.978,0.727,0.041,0.981,0.698,0.974,0.759,5,0.3,2,True,False,3.9,1:1,1750
8,Tr-AdaBoostClassifier,0.7809999999999999,0.981,0.677,0.036000000000000004,0.97,0.835,0.992,0.569,5,0.3,2,True,False,49.8,1:1,1750
9,Val-AdaBoostClassifier,0.792,0.98,0.696,0.037000000000000005,0.969,0.8420000000000001,0.991,0.593,5,0.3,2,True,False,49.8,1:1,1750
10,Val Soft,0.8390000000000001,0.984,0.769,0.03,0.976,0.8759999999999999,0.992,0.685,5,0.3,2,True,False,6.9,1:1,1750
11,Val Hard,0.7929999999999999,0.981,0.7090000000000001,0.035,0.969,0.883,0.994,0.593,5,0.3,2,True,False,6.7,1:1,1750
0,Tr-RandomForestClassifier,0.706,0.978,0.562,0.043,0.96,0.8690000000000001,0.996,0.416,0,0.3,3,True,False,9.9,1:1,1750
1,Val-RandomForestClassifier,0.727,0.978,0.609,0.042,0.96,0.908,0.996,0.458,0,0.3,3,True,False,9.9,1:1,1750
2,Tr-DecisionTreeClassifier,0.828,0.981,0.716,0.035,0.977,0.767,0.986,0.6709999999999999,0,0.3,3,True,False,16.6,1:1,1750
3,Val-DecisionTreeClassifier,0.787,0.977,0.667,0.042,0.969,0.77,0.986,0.588,0,0.3,3,True,False,16.6,1:1,1750
4,Tr-SGDClassifier,0.579,0.97,0.272,0.057,0.944,0.892,0.999,0.16,0,0.3,3,True,False,2.2,1:1,1750
5,Val-SGDClassifier,0.684,0.975,0.528,0.048,0.953,0.92,0.997,0.37,0,0.3,3,True,False,2.2,1:1,1750
6,Tr-GaussianNB,0.8390000000000001,0.984,0.748,0.031,0.978,0.82,0.989,0.688,0,0.3,3,True,False,2.8,1:1,1750
7,Val-GaussianNB,0.8440000000000001,0.98,0.7340000000000001,0.037000000000000005,0.977,0.768,0.983,0.7040000000000001,0,0.3,3,True,False,2.8,1:1,1750
8,Tr-AdaBoostClassifier,0.767,0.979,0.644,0.04,0.968,0.789,0.99,0.5429999999999999,0,0.3,3,True,False,44.8,1:1,1750
9,Val-AdaBoostClassifier,0.804,0.982,0.7190000000000001,0.035,0.971,0.8640000000000001,0.992,0.616,0,0.3,3,True,False,44.8,1:1,1750
10,Val Soft,0.789,0.981,0.7040000000000001,0.035,0.969,0.887,0.994,0.583,0,0.3,3,True,False,5.5,1:1,1750
11,Val Hard,0.773,0.981,0.684,0.037000000000000005,0.966,0.902,0.995,0.551,0,0.3,3,True,False,5.0,1:1,1750
0,Tr-RandomForestClassifier,0.73,0.979,0.61,0.039,0.963,0.892,0.996,0.463,1,0.3,3,True,False,9.8,1:1,1750
1,Val-RandomForestClassifier,0.741,0.978,0.629,0.041,0.961,0.89,0.995,0.486,1,0.3,3,True,False,9.8,1:1,1750
2,Tr-DecisionTreeClassifier,0.826,0.981,0.715,0.035,0.977,0.77,0.986,0.667,1,0.3,3,True,False,14.7,1:1,1750
3,Val-DecisionTreeClassifier,0.812,0.979,0.6990000000000001,0.04,0.972,0.7709999999999999,0.985,0.639,1,0.3,3,True,False,14.7,1:1,1750
4,Tr-SGDClassifier,0.589,0.971,0.3,0.055,0.945,0.902,0.999,0.18,1,0.3,3,True,False,1.9,1:1,1750
5,Val-SGDClassifier,0.7,0.976,0.561,0.045,0.956,0.926,0.997,0.403,1,0.3,3,True,False,1.9,1:1,1750
6,Tr-GaussianNB,0.83,0.983,0.735,0.032,0.977,0.812,0.989,0.6709999999999999,1,0.3,3,True,False,2.3,1:1,1750
7,Val-GaussianNB,0.8370000000000001,0.978,0.713,0.04,0.976,0.732,0.98,0.6940000000000001,1,0.3,3,True,False,2.3,1:1,1750
8,Tr-AdaBoostClassifier,0.787,0.981,0.679,0.036000000000000004,0.971,0.8109999999999999,0.99,0.584,1,0.3,3,True,False,44.6,1:1,1750
9,Val-AdaBoostClassifier,0.8140000000000001,0.982,0.735,0.033,0.972,0.873,0.993,0.634,1,0.3,3,True,False,44.6,1:1,1750
10,Val Soft,0.805,0.982,0.7290000000000001,0.033,0.971,0.893,0.994,0.616,1,0.3,3,True,False,5.5,1:1,1750
11,Val Hard,0.7909999999999999,0.982,0.711,0.034,0.969,0.901,0.995,0.588,1,0.3,3,True,False,5.6,1:1,1750
0,Tr-RandomForestClassifier,0.723,0.978,0.585,0.042,0.963,0.8290000000000001,0.993,0.452,2,0.3,3,True,False,9.4,1:1,1750
1,Val-RandomForestClassifier,0.731,0.977,0.61,0.043,0.96,0.878,0.995,0.468,2,0.3,3,True,False,9.4,1:1,1750
2,Tr-DecisionTreeClassifier,0.8170000000000001,0.981,0.7040000000000001,0.036000000000000004,0.975,0.7709999999999999,0.986,0.647,2,0.3,3,True,False,15.1,1:1,1750
3,Val-DecisionTreeClassifier,0.807,0.978,0.6920000000000001,0.04,0.972,0.768,0.985,0.63,2,0.3,3,True,False,15.1,1:1,1750
4,Tr-SGDClassifier,0.59,0.971,0.303,0.055,0.945,0.903,0.999,0.182,2,0.3,3,True,False,1.9,1:1,1750
5,Val-SGDClassifier,0.7,0.976,0.561,0.045,0.956,0.926,0.997,0.403,2,0.3,3,True,False,1.9,1:1,1750
6,Tr-GaussianNB,0.83,0.983,0.735,0.032,0.977,0.812,0.989,0.6709999999999999,2,0.3,3,True,False,2.4,1:1,1750
7,Val-GaussianNB,0.8370000000000001,0.978,0.713,0.04,0.976,0.732,0.98,0.6940000000000001,2,0.3,3,True,False,2.4,1:1,1750
8,Tr-AdaBoostClassifier,0.785,0.98,0.674,0.037000000000000005,0.971,0.805,0.99,0.58,2,0.3,3,True,False,44.1,1:1,1750
9,Val-AdaBoostClassifier,0.8170000000000001,0.982,0.7340000000000001,0.034,0.973,0.853,0.991,0.644,2,0.3,3,True,False,44.1,1:1,1750
10,Val Soft,0.804,0.982,0.723,0.034,0.971,0.875,0.993,0.616,2,0.3,3,True,False,6.8,1:1,1750
11,Val Hard,0.794,0.982,0.715,0.034,0.969,0.901,0.995,0.593,2,0.3,3,True,False,5.3,1:1,1750
0,Tr-RandomForestClassifier,0.7140000000000001,0.978,0.581,0.041,0.961,0.885,0.996,0.433,5,0.3,3,True,False,11.1,1:1,1750
1,Val-RandomForestClassifier,0.727,0.977,0.602,0.044,0.959,0.8759999999999999,0.995,0.458,5,0.3,3,True,False,11.1,1:1,1750
2,Tr-DecisionTreeClassifier,0.816,0.982,0.7120000000000001,0.034,0.975,0.7979999999999999,0.989,0.643,5,0.3,3,True,False,18.8,1:1,1750
3,Val-DecisionTreeClassifier,0.779,0.975,0.6409999999999999,0.046,0.967,0.725,0.983,0.574,5,0.3,3,True,False,18.8,1:1,1750
4,Tr-SGDClassifier,0.5760000000000001,0.97,0.262,0.057,0.944,0.899,0.999,0.154,5,0.3,3,True,False,2.6,1:1,1750
5,Val-SGDClassifier,0.679,0.975,0.52,0.048,0.953,0.929,0.998,0.361,5,0.3,3,True,False,2.6,1:1,1750
6,Tr-GaussianNB,0.833,0.983,0.7390000000000001,0.032,0.977,0.813,0.989,0.677,5,0.3,3,True,False,2.8,1:1,1750
7,Val-GaussianNB,0.8320000000000001,0.979,0.7190000000000001,0.038,0.975,0.762,0.983,0.6809999999999999,5,0.3,3,True,False,2.8,1:1,1750
8,Tr-AdaBoostClassifier,0.778,0.98,0.669,0.037000000000000005,0.97,0.821,0.991,0.565,5,0.3,3,True,False,44.7,1:1,1750
9,Val-AdaBoostClassifier,0.79,0.98,0.696,0.037000000000000005,0.969,0.852,0.992,0.588,5,0.3,3,True,False,44.7,1:1,1750
10,Val Soft,0.79,0.98,0.698,0.037000000000000005,0.969,0.858,0.992,0.588,5,0.3,3,True,False,5.4,1:1,1750
11,Val Hard,0.782,0.981,0.695,0.036000000000000004,0.968,0.8909999999999999,0.995,0.569,5,0.3,3,True,False,5.4,1:1,1750
0,Tr-RandomForestClassifier,0.782,0.981,0.68,0.035,0.97,0.841,0.992,0.5710000000000001,0,0.3,1,True,False,13.8,1:1,1900
1,Val-RandomForestClassifier,0.823,0.983,0.748,0.032,0.974,0.8759999999999999,0.993,0.653,0,0.3,1,True,False,13.8,1:1,1900
2,Tr-DecisionTreeClassifier,0.847,0.981,0.721,0.036000000000000004,0.98,0.731,0.981,0.7120000000000001,0,0.3,1,True,False,62.9,1:1,1900
3,Val-DecisionTreeClassifier,0.862,0.982,0.758,0.034,0.98,0.777,0.983,0.741,0,0.3,1,True,False,62.9,1:1,1900
4,Tr-SGDClassifier,0.713,0.978,0.573,0.042,0.961,0.858,0.995,0.431,0,0.3,1,True,False,10.4,1:1,1900
5,Val-SGDClassifier,0.7440000000000001,0.979,0.639,0.04,0.962,0.914,0.996,0.491,0,0.3,1,True,False,10.4,1:1,1900
6,Tr-GaussianNB,0.807,0.925,0.424,0.133,0.979,0.297,0.877,0.738,0,0.3,1,True,False,4.0,1:1,1900
7,Val-GaussianNB,0.826,0.902,0.412,0.16899999999999998,0.983,0.275,0.8320000000000001,0.8190000000000001,0,0.3,1,True,False,4.0,1:1,1900
8,Tr-AdaBoostClassifier,0.768,0.98,0.65,0.039,0.969,0.805,0.991,0.545,0,0.3,1,True,False,52.6,1:1,1900
9,Val-AdaBoostClassifier,0.768,0.979,0.669,0.039,0.965,0.873,0.994,0.542,0,0.3,1,True,False,52.6,1:1,1900
10,Val Soft,0.878,0.987,0.815,0.025,0.982,0.873,0.991,0.764,0,0.3,1,True,False,12.0,1:1,1900
11,Val Hard,0.8370000000000001,0.985,0.772,0.029,0.976,0.8909999999999999,0.994,0.6809999999999999,0,0.3,1,True,False,12.9,1:1,1900
0,Tr-RandomForestClassifier,0.7879999999999999,0.982,0.6920000000000001,0.034,0.971,0.851,0.993,0.5820000000000001,1,0.3,1,True,False,23.4,1:1,1900
1,Val-RandomForestClassifier,0.812,0.981,0.723,0.035,0.972,0.84,0.991,0.634,1,0.3,1,True,False,23.4,1:1,1900
2,Tr-DecisionTreeClassifier,0.85,0.98,0.72,0.037000000000000005,0.98,0.722,0.98,0.7190000000000001,1,0.3,1,True,False,68.8,1:1,1900
3,Val-DecisionTreeClassifier,0.865,0.981,0.75,0.036000000000000004,0.981,0.75,0.981,0.75,1,0.3,1,True,False,68.8,1:1,1900
4,Tr-SGDClassifier,0.715,0.978,0.575,0.042,0.961,0.848,0.994,0.435,1,0.3,1,True,False,3.6,1:1,1900
5,Val-SGDClassifier,0.753,0.98,0.655,0.039,0.963,0.917,0.996,0.509,1,0.3,1,True,False,3.6,1:1,1900
6,Tr-GaussianNB,0.8140000000000001,0.917,0.409,0.146,0.981,0.279,0.86,0.768,1,0.3,1,True,False,3.4,1:1,1900
7,Val-GaussianNB,0.807,0.89,0.381,0.187,0.981,0.25,0.8140000000000001,0.8009999999999999,1,0.3,1,True,False,3.4,1:1,1900
8,Tr-AdaBoostClassifier,0.773,0.98,0.664,0.037000000000000005,0.969,0.828,0.992,0.5539999999999999,1,0.3,1,True,False,53.9,1:1,1900
9,Val-AdaBoostClassifier,0.792,0.98,0.698,0.037000000000000005,0.969,0.848,0.992,0.593,1,0.3,1,True,False,53.9,1:1,1900
10,Val Soft,0.868,0.985,0.795,0.028,0.98,0.852,0.99,0.745,1,0.3,1,True,False,9.4,1:1,1900
11,Val Hard,0.841,0.984,0.768,0.03,0.976,0.866,0.992,0.69,1,0.3,1,True,False,8.9,1:1,1900
0,Tr-RandomForestClassifier,0.773,0.981,0.672,0.036000000000000004,0.969,0.8590000000000001,0.994,0.552,2,0.3,1,True,False,12.1,1:1,1900
1,Val-RandomForestClassifier,0.83,0.984,0.764,0.03,0.975,0.894,0.994,0.667,2,0.3,1,True,False,12.1,1:1,1900
2,Tr-DecisionTreeClassifier,0.8440000000000001,0.981,0.72,0.036000000000000004,0.979,0.7340000000000001,0.982,0.706,2,0.3,1,True,False,57.6,1:1,1900
3,Val-DecisionTreeClassifier,0.873,0.982,0.764,0.034,0.982,0.764,0.982,0.764,2,0.3,1,True,False,57.6,1:1,1900
4,Tr-SGDClassifier,0.715,0.978,0.575,0.042,0.961,0.848,0.994,0.435,2,0.3,1,True,False,2.3,1:1,1900
5,Val-SGDClassifier,0.753,0.98,0.655,0.039,0.963,0.917,0.996,0.509,2,0.3,1,True,False,2.3,1:1,1900
